worker_id,time_s,hr_bpm,hrv_rmssd,emg_level,skin_temp_c,ambient_temp_c,fatigue_now
1,0,86.45707561963165,51.69347248838213,0.22936093057232126,33.57537790805287,35,0.013345984925577549
1,1,84.47002384063926,51.45789180824689,0.20080354637543374,33.63035782036029,35,0.0004774647184110507
1,2,87.18567679370969,51.03505965638789,0.1797276726512152,33.5173556545678,35,0.0
1,3,87.50084707458683,50.08717822203895,0.21384206994643498,33.697980305560165,35,0.020959143435019596
1,4,83.19344721701925,48.87124666612403,0.2044469054096077,33.36790293440911,35,0.018902041931509756
1,5,84.19673073970652,48.270061386667955,0.20699685925017375,33.5684807520447,35,0.02608242140709418
1,6,86.37176060475093,52.459811053523346,0.2215064574575758,33.3979778641537,35,0.004433425472052577
1,7,85.73563611148462,51.38960854345318,0.22782074805556654,33.60585419084637,35,0.013757773160375866
1,8,86.21479826374356,48.45339154559915,0.2167100433094661,33.5612860855741,35,0.031996127065266514
1,9,84.99043410863963,49.89966353644627,0.21678639366581437,33.680135581676275,35,0.019199527218271072
1,10,87.61909696229424,49.19976981402997,0.2612708298094678,33.549970859070825,35,0.0463573339490373
1,11,87.49668790314342,47.5235785885885,0.24601107997814597,33.45959939819396,35,0.05259034703643321
1,12,86.45904604634183,50.1153027532426,0.24067092236130336,33.4508929787579,35,0.02949282153709547
1,13,88.08086181045205,48.90901467152161,0.22862411891760392,33.474982275898725,35,0.036493361686040775
1,14,87.12126401337807,47.81492666740863,0.20788513528210054,33.448927595877414,35,0.03482279087800203
1,15,85.16106130567515,46.741734891716476,0.2525477277186799,33.63471089708473,35,0.056948302849262854
1,16,87.03312617612376,46.552392999588655,0.23488588293436044,33.62756382767617,35,0.05463205010469808
1,17,85.07167609875651,48.917147744610716,0.22245661972353734,33.35034325550576,35,0.02885119375805024
1,18,87.85767545196092,49.46981005915017,0.2311371909282461,33.50383601430826,35,0.032937587081920294
1,19,86.49511113352061,47.86939837967537,0.21867634867523705,33.50624915168002,35,0.03757989865710353
1,20,86.3227064546821,50.90147885531446,0.26114658085971726,33.421870471819936,35,0.03146397404477446
1,21,85.60860568339409,49.448906916434076,0.25566074166243574,33.54382499920739,35,0.038859442748544276
1,22,88.49381200801105,50.713770621197305,0.24763264923056702,33.6460850837828,35,0.031276398470822794
1,23,86.45820577689679,49.17417841962458,0.2451442885274946,33.58918089839533,35,0.03822699719062074
1,24,86.07750826675534,47.94576472958579,0.23438662245500314,33.6347068388942,35,0.042462846610073
1,25,86.22179967426766,49.72823514227723,0.20739854712482958,33.42815321524643,35,0.018898673866413213
1,26,87.57846377833002,46.954650975963354,0.22374146206679868,33.50365077727667,35,0.04821029329458758
1,27,87.35816609654611,50.538877041273295,0.23914709320961422,33.42343523207339,35,0.0272954463315257
1,28,87.45909891739399,47.56570158697373,0.23814067235972294,33.52394300705806,35,0.04912466518817608
1,29,87.51623150451182,51.2564650530669,0.2637872124923213,33.53294509091072,35,0.03191463096398504
1,30,90.1124714013057,48.72308850751617,0.2762298748394664,33.59598380054009,35,0.06004015341374858
1,31,86.32037747542309,51.505067032619834,0.2594312156219793,33.63134918538469,35,0.026310155103545733
1,32,86.19163590639269,47.11475362282337,0.2921783387024287,33.568897716394574,35,0.07150270083104568
1,33,85.76934090762818,47.98446059854236,0.2503420456082674,33.413983013715914,35,0.04790909914726198
1,34,87.94396913386323,50.08186989369714,0.26528925746503446,33.364782728567576,35,0.0419493668472836
1,35,88.74345843908134,51.640994186853504,0.2689802564144481,33.552002003070534,35,0.033205695204476145
1,36,86.90907881351768,52.61321781662985,0.2938437265766884,33.65005211088612,35,0.032606534847458374
1,37,85.84976528455621,49.342732327361745,0.2761177416416436,33.497520812293175,35,0.04808903580702914
1,38,85.90327817646315,52.915491261573514,0.2786713782911626,33.3472606437867,35,0.022685022958541107
1,39,88.14588918173705,48.640670900349136,0.2449031376998416,33.7084755956708,35,0.04498393008180616
